id,source,ok,latency_seconds,prompt_tokens,output_tokens,parsed_label,error
1,attack_clean,True,0.292687,811,6,Attack,
2,attack_clean,True,0.312831,971,6,Attack,
3,attack_clean,True,0.351687,1154,6,Attack,
4,attack_clean,True,0.294746,849,6,Attack,
5,attack_clean,True,0.321606,1010,6,Attack,
6,attack_clean,True,0.298107,892,6,Attack,
7,attack_clean,True,0.29707,890,6,Attack,
8,attack_clean,True,0.446036,1721,6,Attack,
9,attack_clean,True,0.639797,2773,6,Attack,
10,attack_clean,True,0.534073,2256,6,Attack,
11,attack_clean,True,0.33406,1089,6,Attack,
12,attack_clean,True,0.289749,782,6,Attack,
13,attack_clean,True,0.423838,1585,6,Attack,
14,attack_clean,True,0.322666,1015,6,Attack,
15,attack_clean,True,0.312387,962,6,Attack,
16,attack_clean,True,0.322801,1022,6,Attack,
17,attack_clean,True,0.299158,859,6,Attack,
18,attack_clean,True,0.321528,993,6,Attack,
19,attack_clean,True,0.468465,1878,6,Attack,
20,attack_clean,True,0.295452,888,6,Attack,
21,attack_clean,True,0.312618,969,6,Attack,
22,attack_clean,True,0.916871,4379,6,Attack,
23,attack_clean,True,0.321936,1002,6,Attack,
24,attack_clean,True,0.295326,835,6,Attack,
25,attack_clean,True,0.338979,1127,6,Attack,
26,attack_clean,True,0.310356,964,6,Attack,
27,attack_clean,True,0.693478,3135,6,Attack,
28,attack_clean,True,0.306465,909,6,Attack,
29,attack_clean,True,0.291686,818,6,Attack,
30,attack_clean,True,0.339843,1131,6,Attack,
31,attack_clean,True,0.337599,1095,6,Attack,
32,attack_clean,True,0.314604,980,6,Attack,
33,attack_clean,True,0.293953,879,6,Attack,
34,attack_clean,True,0.295603,850,6,Attack,
35,attack_clean,True,0.314105,983,6,Attack,
36,attack_clean,True,0.33645,1056,6,Attack,
37,attack_clean,True,0.33349,1031,6,Attack,
38,attack_clean,True,0.333703,1077,6,Attack,
39,attack_clean,True,0.401886,1499,6,Attack,
40,attack_clean,True,0.321656,1008,6,Attack,
41,attack_clean,True,0.321032,1008,6,Attack,
42,attack_clean,True,0.333041,1025,6,Attack,
43,attack_clean,True,0.311301,932,6,Attack,
44,attack_clean,True,0.311743,970,6,Attack,
45,attack_clean,True,0.297054,882,6,Attack,
46,attack_clean,True,0.313439,972,6,Attack,
47,attack_clean,True,0.306793,907,6,Attack,
48,attack_clean,True,0.296965,848,6,Attack,
49,attack_clean,True,0.321702,1012,6,Attack,
50,attack_clean,True,0.332175,1059,6,Attack,
51,attack_clean,True,0.398744,1425,6,Attack,
52,attack_clean,True,0.32211,1007,6,Attack,
53,attack_clean,True,0.294485,857,6,Attack,
54,attack_clean,True,0.321108,996,6,Attack,
55,attack_clean,True,0.307623,906,6,Attack,
56,attack_clean,True,0.332516,1030,6,Attack,
57,attack_clean,True,0.297772,890,6,Attack,
58,attack_clean,True,0.336724,1071,6,Attack,
59,attack_clean,True,0.296222,878,6,Attack,
60,attack_clean,True,0.290642,855,6,Attack,
61,attack_clean,True,0.293196,852,6,Attack,
62,attack_clean,True,0.382419,1379,6,Attack,
63,attack_clean,True,0.294376,878,6,Attack,
64,attack_clean,True,0.310326,953,6,Attack,
65,attack_clean,True,0.314207,980,6,Attack,
66,attack_clean,True,0.337931,1100,6,Attack,
67,attack_clean,True,0.465791,1823,6,Attack,
68,attack_clean,True,0.545682,2258,6,Attack,
69,attack_clean,True,0.340165,1121,6,Attack,
70,attack_clean,True,0.400276,1437,6,Attack,
71,attack_clean,True,0.334714,1095,6,Attack,
72,attack_clean,True,0.340667,1152,6,Attack,
73,attack_clean,True,0.949109,4706,6,Attack,
74,attack_clean,True,0.382232,1387,6,Attack,
75,attack_clean,True,0.29757,867,6,Attack,
76,attack_clean,True,0.396777,1427,6,Attack,
77,attack_clean,True,0.336286,1056,6,Attack,
78,attack_clean,True,0.313452,975,6,Attack,
79,attack_clean,True,0.296556,866,6,Attack,
80,attack_clean,True,0.380388,1336,6,Attack,
81,attack_clean,True,0.32398,1024,6,Attack,
82,attack_clean,True,0.291172,819,6,Attack,
83,attack_clean,True,0.321451,997,6,Attack,
84,attack_clean,True,0.516531,2146,6,Attack,
85,attack_clean,True,0.340947,1128,6,Attack,
86,attack_clean,True,0.295606,857,6,Attack,
87,attack_clean,True,0.338195,1101,6,Attack,
88,attack_clean,True,0.356388,1196,6,Attack,
89,attack_clean,True,0.338451,1114,6,Attack,
90,attack_clean,True,0.396075,1414,6,Attack,
91,attack_clean,True,0.311954,957,6,Attack,
92,attack_clean,True,0.309712,914,6,Attack,
93,attack_clean,True,0.298187,891,6,Attack,
94,attack_clean,True,0.306933,922,6,Attack,
95,attack_clean,True,0.335557,1034,6,Attack,
96,attack_clean,True,0.338656,1103,6,Attack,
97,attack_clean,True,0.336953,1094,6,Attack,
98,attack_clean,True,0.336153,1067,6,Attack,
99,attack_clean,True,0.322008,1020,6,Attack,
100,attack_clean,True,0.29441,834,6,Attack,
101,attack_clean,True,0.310621,941,6,Attack,
102,attack_clean,True,0.311693,976,6,Attack,
103,attack_clean,True,0.290761,824,6,Attack,
104,attack_clean,True,0.31878,1001,6,Attack,
105,attack_clean,True,0.421102,1551,6,Attack,
