id,source,ok,latency_seconds,prompt_tokens,output_tokens,parsed_label,error
1,attack_clean,True,9.604952,875,170,Attack,
2,attack_clean,True,8.706212,1035,152,Attack,
3,attack_clean,True,10.357059,1218,181,Attack,
4,attack_clean,True,9.408075,913,166,Attack,
5,attack_clean,True,7.570956,1074,131,Attack,
6,attack_clean,True,9.143887,956,161,Attack,
7,attack_clean,True,10.242256,954,181,Attack,
8,attack_clean,True,10.424442,1785,176,Attack,
9,attack_clean,True,9.500297,2837,150,Attack,
10,attack_clean,True,10.711971,2320,177,Attack,
11,attack_clean,True,9.027914,1153,157,Attack,
12,attack_clean,True,8.99465,846,159,Attack,
13,attack_clean,True,9.025487,1649,152,Attack,
14,attack_clean,True,7.677889,1079,133,Attack,
15,attack_clean,True,8.212196,1026,143,Attack,
16,attack_clean,True,9.37747,1086,164,Attack,
17,attack_clean,True,8.705194,923,153,Attack,
18,attack_clean,True,8.167907,1057,142,Attack,
19,attack_clean,True,9.693809,1942,162,Attack,
20,attack_clean,True,9.304873,952,164,Attack,
21,attack_clean,True,8.322186,1033,145,Attack,
22,attack_clean,True,10.933704,4443,162,Attack,
23,attack_clean,True,11.558863,1066,204,Attack,
24,attack_clean,True,9.519071,899,168,Attack,
25,attack_clean,True,8.759324,1191,152,Attack,
26,attack_clean,True,10.668446,1028,188,Attack,
27,attack_clean,True,13.750256,3199,223,Attack,
28,attack_clean,True,8.606511,973,151,Attack,
29,attack_clean,True,11.030165,882,196,Attack,
30,attack_clean,True,9.64115,1195,168,Attack,
31,attack_clean,True,9.030832,1159,157,Attack,
32,attack_clean,True,9.583125,1044,168,Attack,
33,attack_clean,True,8.15582,943,143,Attack,
34,attack_clean,True,9.413322,914,166,Attack,
35,attack_clean,True,9.47607,1047,166,Attack,
36,attack_clean,True,8.239333,1120,143,Attack,
37,attack_clean,True,8.063524,1095,140,Attack,
38,attack_clean,True,8.954853,1141,156,Non-Attack,
39,attack_clean,True,9.256514,1563,157,Attack,
40,attack_clean,True,7.783668,1072,135,Attack,
41,attack_clean,True,11.017229,1072,194,Attack,
42,attack_clean,True,7.950115,1089,138,Attack,
43,attack_clean,True,8.746044,996,153,Attack,
44,attack_clean,True,8.489783,1034,148,Attack,
45,attack_clean,True,8.653271,946,152,Attack,
46,attack_clean,True,8.813058,1036,154,Attack,
47,attack_clean,True,10.028026,971,177,Attack,
48,attack_clean,True,8.701775,912,153,Attack,
49,attack_clean,True,9.208181,1076,161,Attack,
50,attack_clean,True,9.60206,1123,168,Attack,
51,attack_clean,True,9.570421,1489,164,Attack,
52,attack_clean,True,10.029062,1071,176,Attack,
53,attack_clean,True,9.35585,921,165,Attack,
54,attack_clean,True,9.261758,1060,162,Attack,
55,attack_clean,True,9.259582,970,163,Attack,
56,attack_clean,True,10.362678,1094,182,Attack,
57,attack_clean,True,8.052544,954,141,Attack,
58,attack_clean,True,8.946298,1135,156,Attack,
59,attack_clean,True,9.091249,942,160,Attack,
60,attack_clean,True,8.697939,919,153,Attack,
61,attack_clean,True,9.304364,916,164,Attack,
62,attack_clean,True,8.888334,1443,152,Attack,
63,attack_clean,True,9.362091,942,165,Attack,
64,attack_clean,True,8.525572,1017,149,Attack,
65,attack_clean,True,8.764021,1044,153,Attack,
66,attack_clean,True,9.360353,1164,163,Attack,
67,attack_clean,True,9.678986,1887,162,Attack,
68,attack_clean,True,9.498804,2322,155,Attack,
69,attack_clean,True,9.196296,1185,160,Attack,
70,attack_clean,True,10.399046,1501,179,Attack,
71,attack_clean,True,7.990215,1159,138,Attack,
72,attack_clean,True,8.819743,1216,153,Attack,
73,attack_clean,True,10.034844,4770,143,Attack,
74,attack_clean,True,9.707914,1451,167,Attack,
75,attack_clean,True,8.541292,931,150,Attack,
76,attack_clean,True,8.581209,1491,146,Attack,
77,attack_clean,True,11.799049,1120,208,Attack,
78,attack_clean,True,8.487481,1039,148,Attack,
79,attack_clean,True,9.146091,930,161,Attack,
80,attack_clean,True,12.224157,1400,213,Attack,
81,attack_clean,True,9.04666,1088,158,Attack,
82,attack_clean,True,7.588544,883,133,Attack,
