id,source,ok,latency_seconds,prompt_tokens,output_tokens,parsed_label,error
1,attack_clean,True,2.019499,4198,6,Attack,
2,attack_clean,True,1.528321,3041,6,Attack,
3,attack_clean,True,2.687877,5631,6,Attack,
4,attack_clean,True,1.855277,3816,6,Attack,
5,attack_clean,True,2.4399,5083,6,Attack,
6,attack_clean,True,2.312278,4840,6,Attack,
7,attack_clean,True,2.686316,5597,6,Attack,
8,attack_clean,True,2.424018,5043,6,Attack,
9,attack_clean,True,2.714911,5696,6,Attack,
10,attack_clean,True,2.939048,6211,6,Attack,
11,attack_clean,True,3.194047,6769,6,Attack,
12,attack_clean,True,2.291757,4783,6,Attack,
13,attack_clean,True,2.924069,6155,6,Attack,
14,attack_clean,True,1.44701,2747,6,Attack,
15,attack_clean,True,2.009858,4138,6,Attack,
16,attack_clean,True,2.778484,5838,6,Attack,
17,attack_clean,True,2.530481,5370,6,Attack,
18,attack_clean,True,2.01033,4118,6,Attack,
19,attack_clean,True,3.316995,6988,6,Attack,
20,attack_clean,True,3.176227,6683,6,Attack,
21,attack_clean,True,2.723496,5731,6,Attack,
22,attack_clean,True,4.002025,8210,6,Attack,
23,attack_clean,True,3.058108,6437,6,Attack,
24,attack_clean,True,2.781165,5877,6,Attack,
25,attack_clean,True,2.868897,6079,6,Attack,
26,attack_clean,True,1.642618,3334,6,Attack,
27,attack_clean,True,3.68755,7679,6,Attack,
28,attack_clean,True,2.427693,5064,6,Attack,
29,attack_clean,True,1.882817,3850,6,Attack,
30,attack_clean,True,2.234511,4628,6,Attack,
31,attack_clean,True,1.653801,3396,6,Attack,
32,attack_clean,True,2.631903,5517,6,Attack,
33,attack_clean,True,1.841246,3767,6,Attack,
34,attack_clean,True,2.171537,4553,6,Attack,
35,attack_clean,True,2.152041,4483,6,Attack,
36,attack_clean,True,3.227399,6863,6,Attack,
37,attack_clean,True,2.376448,4978,6,Attack,
38,attack_clean,True,2.220671,4387,8,Non-Attack,
39,attack_clean,True,2.723039,5745,6,Attack,
40,attack_clean,True,2.002212,4098,6,Attack,
41,attack_clean,True,1.883062,3841,6,Attack,
42,attack_clean,True,2.369189,4970,6,Attack,
43,attack_clean,True,2.867507,6029,6,Attack,
44,attack_clean,True,2.110534,4394,6,Attack,
45,attack_clean,True,3.664748,7580,6,Attack,
46,attack_clean,True,2.288161,4737,6,Attack,
47,attack_clean,True,2.362321,4939,6,Attack,
48,attack_clean,True,2.069977,4325,6,Attack,
49,attack_clean,True,1.742238,3581,6,Attack,
50,attack_clean,True,2.593455,5481,6,Attack,
51,attack_clean,True,3.233272,6888,6,Attack,
52,attack_clean,True,2.961888,6251,6,Attack,
53,attack_clean,True,2.922036,6150,6,Attack,
54,attack_clean,True,2.293006,4765,6,Attack,
55,attack_clean,True,1.896504,3891,6,Attack,
56,attack_clean,True,2.783094,5865,6,Attack,
57,attack_clean,True,2.601158,5502,6,Attack,
58,attack_clean,True,2.582674,5416,6,Attack,
59,attack_clean,True,1.925544,4042,6,Attack,
60,attack_clean,True,2.480944,5245,6,Attack,
61,attack_clean,True,2.353341,4914,6,Attack,
62,attack_clean,True,2.760174,5775,6,Attack,
63,attack_clean,True,2.062681,4268,6,Attack,
64,attack_clean,True,2.957606,6232,6,Attack,
65,attack_clean,True,3.004835,6398,6,Attack,
66,attack_clean,True,2.305932,4793,6,Attack,
67,attack_clean,True,3.720958,7734,6,Attack,
68,attack_clean,True,3.440449,7260,6,Attack,
69,attack_clean,True,2.234292,4647,6,Attack,
70,attack_clean,True,3.81607,8021,6,Attack,
71,attack_clean,True,2.809114,5908,6,Attack,
72,attack_clean,True,1.80134,3686,6,Attack,
73,attack_clean,True,4.137833,8699,6,Attack,
74,attack_clean,True,2.712393,5707,6,Attack,
75,attack_clean,True,2.246514,4727,6,Attack,
76,attack_clean,True,2.311512,4850,6,Attack,
77,attack_clean,True,2.455163,5140,6,Attack,
78,attack_clean,True,2.724634,5730,6,Attack,
79,attack_clean,True,2.062465,4280,6,Attack,
80,attack_clean,True,2.713433,5670,6,Attack,
81,attack_clean,True,2.871548,5761,8,Non-Attack,
82,attack_clean,True,2.172703,4537,6,Attack,
83,attack_clean,True,2.305598,4821,6,Attack,
84,attack_clean,True,3.415171,7149,6,Attack,
85,attack_clean,True,2.354091,4900,6,Attack,
86,attack_clean,True,2.4799,5217,6,Attack,
87,attack_clean,True,1.734953,3564,6,Attack,
88,attack_clean,True,2.594923,5467,6,Attack,
89,attack_clean,True,4.241979,8845,6,Attack,
90,attack_clean,True,3.113441,6580,6,Attack,
91,attack_clean,True,2.241651,4667,6,Attack,
92,attack_clean,True,2.825837,5960,6,Attack,
93,attack_clean,True,2.307499,4824,6,Attack,
94,attack_clean,True,2.523658,5339,6,Attack,
95,attack_clean,True,3.426704,7091,6,Attack,
96,attack_clean,True,2.52552,5330,6,Attack,
97,attack_clean,True,2.598436,5484,6,Attack,
98,attack_clean,True,1.923053,4025,6,Attack,
99,attack_clean,True,2.416263,5046,6,Attack,
100,attack_clean,True,1.428479,2787,6,Attack,
101,attack_clean,True,3.21215,6811,6,Attack,
102,attack_clean,True,2.298951,4795,6,Attack,
103,attack_clean,True,2.470653,5202,6,Attack,
104,attack_clean,True,2.509371,5271,6,Attack,
105,attack_clean,True,2.458,5162,6,Attack,
106,attack_clean,True,3.42948,7245,6,Attack,
107,attack_clean,True,2.182938,4599,6,Attack,
108,attack_clean,True,2.459016,5125,6,Attack,
109,attack_clean,True,3.434346,7235,6,Attack,
110,attack_clean,True,1.648082,3421,6,Attack,
111,attack_clean,True,2.57573,5399,6,Attack,
112,attack_clean,True,1.937369,4086,6,Attack,
113,attack_clean,True,3.075648,6510,6,Attack,
114,attack_clean,True,2.182805,4584,6,Attack,
115,attack_clean,True,1.91843,4000,6,Attack,
116,attack_clean,True,3.819077,7914,6,Attack,
117,attack_clean,True,2.432054,5073,6,Attack,
118,attack_clean,True,2.511299,5280,6,Attack,
119,attack_clean,True,2.175291,4562,6,Attack,
120,attack_clean,True,2.116115,4405,6,Attack,
121,attack_clean,True,2.768893,5828,6,Attack,
122,attack_clean,True,2.120582,4418,6,Attack,
123,attack_clean,True,3.427433,7253,6,Attack,
124,attack_clean,True,2.759966,5790,6,Attack,
125,attack_clean,True,3.175763,6707,6,Attack,
126,attack_clean,True,2.239073,4655,6,Attack,
127,attack_clean,True,2.956152,6245,6,Attack,
128,attack_clean,True,1.911358,3969,6,Attack,
129,attack_clean,True,2.299886,4782,6,Attack,
130,attack_clean,True,2.770817,5826,6,Attack,
131,attack_clean,True,2.875214,6030,6,Attack,
132,attack_clean,True,1.904408,3927,6,Attack,
133,attack_clean,True,2.681887,5589,6,Attack,
134,attack_clean,True,2.462782,5158,6,Attack,
135,attack_clean,True,3.711618,7703,6,Attack,
136,attack_clean,True,2.185332,4584,6,Attack,
137,attack_clean,True,2.176972,4580,6,Attack,
138,attack_clean,True,2.250524,4714,6,Attack,
139,attack_clean,True,3.066952,6468,6,Attack,
140,attack_clean,True,1.78416,3609,6,Attack,
141,attack_clean,True,2.073963,4294,6,Attack,
142,attack_clean,True,3.106131,6562,6,Attack,
143,attack_clean,True,3.727298,7785,6,Attack,
144,attack_clean,True,2.527742,5356,6,Attack,
145,attack_clean,True,3.538661,7422,6,Attack,
146,attack_clean,True,2.938039,6198,6,Attack,
147,attack_clean,True,2.369974,4992,6,Attack,
148,attack_clean,True,2.178522,4572,6,Attack,
149,attack_clean,True,2.689846,5625,6,Attack,
150,attack_clean,True,2.690857,5631,6,Attack,
151,attack_clean,True,2.72264,5751,6,Attack,
152,attack_clean,True,2.122309,4431,6,Attack,
153,attack_clean,True,2.981326,6336,6,Attack,
154,attack_clean,True,3.081501,6504,6,Attack,
155,attack_clean,True,2.825361,5959,6,Attack,
156,attack_clean,True,2.590237,5458,6,Attack,
157,attack_clean,True,2.456024,5121,6,Attack,
158,attack_clean,True,2.130838,4476,6,Attack,
159,attack_clean,True,2.161119,4507,6,Attack,
160,attack_clean,True,2.107143,4382,6,Attack,
161,attack_clean,True,2.882518,6109,6,Attack,
162,attack_clean,True,2.815161,5923,6,Attack,
163,attack_clean,True,3.059781,6410,6,Attack,
165,attack_clean,True,2.017267,4152,6,Attack,
166,attack_clean,True,2.158828,4488,6,Attack,
167,attack_clean,True,2.232201,4656,6,Attack,
168,attack_clean,True,2.958174,6214,6,Attack,
169,attack_clean,True,4.05123,8250,6,Attack,
170,attack_clean,True,2.05415,4227,6,Attack,
171,attack_clean,True,2.872943,6076,6,Attack,
172,attack_clean,True,3.415306,7167,6,Attack,
173,attack_clean,True,3.562965,7523,6,Attack,
174,attack_clean,True,2.358279,4914,6,Attack,
175,attack_clean,True,2.377638,4985,6,Attack,
176,attack_clean,True,2.725005,5740,6,Attack,
177,attack_clean,True,2.507416,5267,6,Attack,
178,attack_clean,True,2.428854,4863,8,Non-Attack,
179,attack_clean,True,2.015653,4157,6,Attack,
180,attack_clean,True,2.232378,4639,6,Attack,
181,attack_clean,True,3.191384,6769,6,Attack,
182,attack_clean,True,4.177242,8735,6,Attack,
183,attack_clean,True,2.113685,4380,6,Attack,
184,attack_clean,True,2.24587,4675,6,Attack,
185,attack_clean,True,2.8732,6083,6,Attack,
186,attack_clean,True,2.408987,5001,6,Attack,
187,attack_clean,True,2.836001,6008,6,Attack,
188,attack_clean,True,3.175377,6670,6,Attack,
189,attack_clean,True,2.115338,4392,6,Attack,
190,attack_clean,True,3.52867,7323,6,Attack,
191,attack_clean,True,2.234229,4609,6,Attack,
192,attack_clean,True,2.718452,5700,6,Attack,
193,attack_clean,True,2.778009,5845,6,Attack,
194,attack_clean,True,3.182721,6764,6,Attack,
195,attack_clean,True,2.122783,4435,6,Attack,
196,attack_clean,True,2.159076,4495,6,Attack,
197,attack_clean,True,2.721639,5710,6,Attack,
198,attack_clean,True,2.763266,5790,6,Attack,
199,attack_clean,True,3.045937,6154,8,Non-Attack,
200,attack_clean,True,2.623703,5505,6,Attack,
201,attack_clean,True,3.233273,6891,6,Attack,
202,attack_clean,True,2.249665,4704,6,Attack,
203,attack_clean,True,2.938668,6196,6,Attack,
204,attack_clean,True,2.898731,5876,8,Non-Attack,
205,attack_clean,True,1.900319,3900,6,Attack,
206,attack_clean,True,2.133422,4446,6,Attack,
207,attack_clean,True,2.179524,4584,6,Attack,
208,attack_clean,True,4.521383,9203,8,Non-Attack,
209,attack_clean,True,3.423359,7199,6,Attack,
210,attack_clean,True,2.726388,5757,6,Attack,
211,attack_clean,True,2.575355,5387,6,Attack,
212,attack_clean,True,2.807478,5926,6,Attack,
213,attack_clean,True,2.177319,4555,6,Attack,
214,attack_clean,True,2.717218,5711,6,Attack,
215,attack_clean,True,2.82295,5947,6,Attack,
216,attack_clean,True,3.853984,8148,6,Attack,
217,attack_clean,True,2.01575,4135,6,Attack,
218,attack_clean,True,2.594695,5492,6,Attack,
219,attack_clean,True,1.576953,3247,6,Attack,
220,attack_clean,True,2.172566,4534,6,Attack,
221,attack_clean,True,2.716715,5717,6,Attack,
222,attack_clean,True,3.054965,6403,6,Attack,
223,attack_clean,True,2.239374,4701,6,Attack,
224,attack_clean,True,1.728723,3528,6,Attack,
225,attack_clean,True,2.530973,5373,6,Attack,
226,attack_clean,True,2.642584,5551,6,Attack,
227,attack_clean,True,3.850566,8146,6,Attack,
228,attack_clean,True,1.046759,1864,6,Attack,
229,attack_clean,True,3.185737,6753,6,Attack,
230,attack_clean,True,2.819422,5942,6,Attack,
231,attack_clean,True,2.301524,4774,6,Attack,
232,attack_clean,True,2.434783,5091,6,Attack,
233,attack_clean,True,2.009679,4119,6,Attack,
234,attack_clean,True,2.485702,5243,6,Attack,
235,attack_clean,True,2.958938,6222,6,Attack,
236,attack_clean,True,2.29772,4769,6,Attack,
237,attack_clean,True,2.232795,4637,6,Attack,
238,attack_clean,True,3.233971,6850,6,Attack,
239,attack_clean,True,2.957049,6248,6,Attack,
240,attack_clean,True,2.371003,4970,6,Attack,
241,attack_clean,True,2.775098,5838,6,Attack,
242,attack_clean,True,1.571863,3269,6,Attack,
243,attack_clean,True,3.330263,7015,6,Attack,
244,attack_clean,True,2.310904,4838,6,Attack,
245,attack_clean,True,2.227055,4667,6,Attack,
246,attack_clean,True,2.164502,4506,6,Attack,
247,attack_clean,True,2.017849,4151,6,Attack,
248,attack_clean,True,3.177082,6723,6,Attack,
249,attack_clean,True,2.513145,5294,6,Attack,
250,attack_clean,True,1.839561,3760,6,Attack,
251,fp_clean,True,2.50576,5257,6,Attack,
252,fp_clean,True,3.540441,7439,6,Attack,
253,fp_clean,True,3.220513,6815,6,Attack,
