id,source,ok,latency_seconds,prompt_tokens,output_tokens,parsed_label,error
1,attack_clean,True,6.251245,875,170,Attack,
2,attack_clean,True,6.204104,1035,173,Attack,
3,attack_clean,True,7.216304,1218,197,Attack,
4,attack_clean,True,8.487349,913,231,Attack,
5,attack_clean,True,6.821736,1074,187,Attack,
6,attack_clean,True,6.623399,956,182,Attack,
7,attack_clean,True,6.585184,954,182,Attack,
8,attack_clean,True,6.499025,1785,181,Attack,
9,attack_clean,True,6.723597,2837,182,Attack,
10,attack_clean,True,6.519009,2320,172,Attack,
11,attack_clean,True,6.318189,1153,174,Attack,
12,attack_clean,True,6.059291,846,164,Attack,
13,attack_clean,True,6.074888,1649,168,Attack,
14,attack_clean,True,6.735803,1079,182,Attack,
15,attack_clean,True,5.735067,1026,154,Attack,
16,attack_clean,True,7.062098,1086,194,Attack,
17,attack_clean,True,7.262239,923,190,Attack,
18,attack_clean,True,6.307761,1057,173,Attack,
19,attack_clean,True,7.620908,1942,206,Attack,
20,attack_clean,True,6.262283,952,172,Attack,
21,attack_clean,True,6.485161,1033,177,Attack,
22,attack_clean,True,6.907415,4443,182,Attack,
23,attack_clean,True,7.330678,1066,205,Attack,
24,attack_clean,True,7.556495,899,209,Attack,
25,attack_clean,True,6.18118,1191,166,Attack,
26,attack_clean,True,8.101594,1028,224,Attack,
27,attack_clean,True,6.833265,3199,180,Attack,
28,attack_clean,True,5.628207,973,154,Attack,
29,attack_clean,True,6.78001,882,185,Attack,
30,attack_clean,True,7.282984,1195,189,Attack,
31,attack_clean,True,6.826563,1159,187,Attack,
32,attack_clean,True,6.411536,1044,178,Attack,
33,attack_clean,True,6.064056,943,165,Attack,
34,attack_clean,True,6.805011,914,191,Attack,
35,attack_clean,True,6.022057,1047,167,Attack,
36,attack_clean,True,6.615676,1120,181,Attack,
37,attack_clean,True,5.434826,1095,147,Non-Attack,
38,attack_clean,True,7.113986,1141,192,Attack,
39,attack_clean,True,7.217268,1563,197,Attack,
40,attack_clean,True,8.372074,1072,229,Attack,
41,attack_clean,True,8.305741,1072,232,Attack,
42,attack_clean,True,6.584883,1089,184,Non-Attack,
